# Block     : le21
# Campaign  : le21_01
# Layer name: oper_VK1_2018-07-01-21:00:02
# Step      : 10800 sec.
# Begin time: 2018-07-01 21:00:02
# End time  : 2018-09-01 21:00:02
# Units     : -       
# Params    : TPkni_out_B

# Time              
# Timepoint: 2018.07.01 21:00:02
# Param: TPkni_out_B
1	1	3.270789e+02	1
2	1	0.000000e+00	0
3	1	3.320048e+02	1
4	1	3.275498e+02	1
5	1	3.363424e+02	1
6	1	3.313541e+02	1
7	1	3.225182e+02	1
8	1	3.351054e+02	1
9	1	3.246444e+02	1
10	1	3.295882e+02	1
11	1	3.261884e+02	1
12	1	3.321639e+02	1
13	1	0.000000e+00	0
14	1	3.301342e+02	1
15	1	3.243456e+02	1
16	1	3.332027e+02	1
17	1	3.303874e+02	1
18	1	3.321519e+02	1
19	1	3.317291e+02	1
20	1	3.314793e+02	1
21	1	3.246246e+02	1
22	1	3.268949e+02	1
23	1	3.270031e+02	1
24	1	3.253792e+02	1
25	1	3.268400e+02	1
26	1	3.250131e+02	1
27	1	0.000000e+00	0
28	1	3.317355e+02	1
29	1	3.308594e+02	1
30	1	3.237780e+02	1
31	1	3.359354e+02	1
32	1	3.315552e+02	1
33	1	3.367385e+02	1
34	1	0.000000e+00	0
35	1	3.309762e+02	1
36	1	3.319511e+02	1
37	1	3.357892e+02	1
38	1	3.327048e+02	1
39	1	3.317698e+02	1
40	1	3.292865e+02	1
41	1	0.000000e+00	0
42	1	3.320667e+02	1
43	1	3.306966e+02	1
44	1	3.253063e+02	1
45	1	3.244070e+02	1
46	1	3.365500e+02	1
47	1	3.370469e+02	1
48	1	3.240232e+02	1
49	1	3.321520e+02	1
50	1	3.337823e+02	1
51	1	3.312429e+02	1
52	1	3.212523e+02	1
53	1	3.298330e+02	1
54	1	0.000000e+00	0

# Timepoint: 2018.07.02 00:00:02
# Param: TPkni_out_B
1	1	3.271481e+02	1
2	1	0.000000e+00	0
3	1	3.321514e+02	1
4	1	3.275575e+02	1
5	1	3.363592e+02	1
6	1	3.313812e+02	1
7	1	3.225259e+02	1
8	1	3.351545e+02	1
9	1	3.246320e+02	1
10	1	3.298911e+02	1
11	1	3.263424e+02	1
12	1	3.320650e+02	1
13	1	0.000000e+00	0
14	1	3.301226e+02	1
15	1	3.244828e+02	1
16	1	3.332935e+02	1
17	1	3.304487e+02	1
18	1	3.317865e+02	1
19	1	3.318979e+02	1
20	1	3.315539e+02	1
21	1	3.246718e+02	1
22	1	3.269674e+02	1
23	1	3.269760e+02	1
24	1	3.253738e+02	1
25	1	3.267013e+02	1
26	1	3.251527e+02	1
27	1	0.000000e+00	0
28	1	3.318615e+02	1
29	1	3.309088e+02	1
30	1	3.238415e+02	1
31	1	3.360442e+02	1
32	1	3.315721e+02	1
33	1	3.368088e+02	1
34	1	0.000000e+00	0
35	1	3.309523e+02	1
36	1	3.320060e+02	1
37	1	3.356700e+02	1
38	1	3.327069e+02	1
39	1	3.318578e+02	1
40	1	3.293105e+02	1
41	1	0.000000e+00	0
