# Block     : le21
# Campaign  : le21_01
# Layer name: oper_VK1_2018-07-01-21:00:02
# Step      : 10800 sec.
# Begin time: 2018-07-01 21:00:02
# End time  : 2018-09-01 21:00:02
# Units     : -       
# Params    : Tout    

# Time              
# Timepoint: 2018.07.01 21:00:02
# Param: Tout
1	1	3.224464e+02	1
2	1	3.259450e+02	1
3	1	3.261590e+02	1
4	1	3.261063e+02	1
5	1	3.258103e+02	1
6	1	3.221792e+02	1
7	1	3.222197e+02	1
8	1	3.281773e+02	1
9	1	3.300061e+02	1
10	1	3.307660e+02	1
11	1	3.296059e+02	1
12	1	3.306534e+02	1
13	1	3.298468e+02	1
14	1	3.279180e+02	1
15	1	3.227191e+02	1
16	1	3.255826e+02	1
17	1	3.298897e+02	1
18	1	3.306432e+02	1
19	1	3.220060e+02	1
20	1	3.218022e+02	1
21	1	3.217603e+02	1
22	1	3.219773e+02	1
23	1	3.307737e+02	1
24	1	3.299797e+02	1
25	1	3.256419e+02	1
26	1	3.261256e+02	1
27	1	3.308668e+02	1
28	1	3.220291e+02	1
29	1	3.224603e+02	1
30	1	3.329915e+02	1
31	1	3.302384e+02	1
32	1	3.328835e+02	1
33	1	3.224920e+02	1
34	1	3.220040e+02	1
35	1	3.306849e+02	1
36	1	3.258795e+02	1
37	1	3.260999e+02	1
38	1	3.297858e+02	1
39	1	3.219526e+02	1
40	1	3.329608e+02	1
41	1	3.326369e+02	1
42	1	3.239913e+02	1
43	1	3.240186e+02	1
44	1	3.326645e+02	1
45	1	3.328596e+02	1
46	1	3.217222e+02	1
47	1	3.293983e+02	1
48	1	3.258711e+02	1
49	1	3.255032e+02	1
50	1	3.308694e+02	1
51	1	3.219406e+02	1
52	1	3.303834e+02	1
53	1	3.240084e+02	1
54	1	3.328716e+02	1
55	1	3.341439e+02	1
56	1	3.330868e+02	1
57	1	3.240274e+02	1
58	1	3.301713e+02	1
59	1	3.217973e+02	1
60	1	3.307281e+02	1
61	1	3.255712e+02	1
62	1	3.221518e+02	1
63	1	3.299491e+02	1
64	1	3.221372e+02	1
65	1	3.329770e+02	1
66	1	3.240352e+02	1
67	1	3.341869e+02	1
68	1	3.225557e+02	1
69	1	3.225488e+02	1
70	1	3.342548e+02	1
71	1	3.240732e+02	1
72	1	3.329467e+02	1
73	1	3.220862e+02	1
74	1	3.300478e+02	1
75	1	3.224933e+02	1
76	1	3.280839e+02	1
77	1	3.309486e+02	1
78	1	3.226000e+02	1
79	1	3.325651e+02	1
80	1	3.331886e+02	1
81	1	3.226494e+02	1
82	1	3.299069e+02	1
83	1	3.226165e+02	1
84	1	3.332261e+02	1
85	1	3.327863e+02	1
86	1	3.225367e+02	1
87	1	3.308658e+02	1
88	1	3.281760e+02	1
89	1	3.221347e+02	1
90	1	3.299303e+02	1
91	1	3.221153e+02	1
92	1	3.329974e+02	1
93	1	3.242173e+02	1
94	1	3.345750e+02	1
95	1	3.227404e+02	1
96	1	3.226801e+02	1
97	1	3.344127e+02	1
98	1	3.241821e+02	1
99	1	3.329860e+02	1
100	1	3.220009e+02	1
101	1	3.296222e+02	1
102	1	3.219423e+02	1
